date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-02-09,1054.0,1614334989.0,1378.0,1070763.0,777.0413642999999,0.0,0.00010262,0.0,2.332e-05,0.0,0.08476412,0.0,344500.0,3548.588765,0.0,344500.0,0.0,5.6844760999999995,0.0,0.0,0.0,0.0,0.0,3543451.0,826.0,1820.0,623355.77380349,0.0,390.87959082,0.0,44.527476395,0.0,711400.85529142,0.0,0.0,0.0,0.0
2016-02-10,976.0,1614334989.0,1353.0,984305.0,727.49815225,0.0,0.00012271115068493202,0.0,2.347e-05,0.0,0.08957914,0.0,338250.0,3180.596495,0.0,338250.0,0.0,7.41968904,0.0,0.0,0.0,0.0,0.0,3881701.0,730.0,1584.0,523162.22165498,0.0,441.73990796,0.0,46.66803546,0.0,699716.01420182,0.0,0.0,0.0,0.0
2016-02-11,513.0,1614334989.0,1376.0,777136.0,564.77906977,0.0,0.000197691530612245,0.0,2.347e-05,0.0,0.05812131,0.0,344000.0,2971.341265,0.0,344000.0,0.0,9.51917305,0.0,0.0,0.0,0.0,0.0,4225701.0,294.0,582.0,443914.71593013,0.0,2175.54432748,0.0,49.99968085,0.0,1266166.79859348,0.0,0.0,0.0,0.0
2016-02-12,635.0,1614334989.0,1364.0,781374.0,572.85483871,0.0,0.000180678026315789,0.0,3.886e-05,0.0,0.06865765,0.0,341000.0,2725.490405,0.0,341000.0,0.0,5.45623566,0.0,0.0,0.0,0.0,0.0,4566701.0,380.0,758.0,836969.16377697,0.0,1306.19001524,0.0,49.999594805,0.0,990092.03155425,0.0,0.0,0.0,0.0
2016-02-13,438.0,1614334989.0,1364.0,699307.0,512.68841642,0.0,0.000355292783882784,0.0,5.412e-05,0.0,0.09699493,0.0,341000.0,2536.11636,0.0,341000.0,0.0,8.55226272,0.0,0.0,0.0,0.0,0.0,4907701.0,273.0,546.0,573848.25073259,0.0,1124.00620434,0.0,49.998521285,0.0,613707.38757108,0.0,0.0,0.0,0.0
2016-02-14,502.0,1614334989.0,1148.0,589372.0,513.3902439,0.0,0.000201945723076923,0.0,3.86e-05,0.0,0.06563236,0.0,287000.0,2016.5742649999997,0.0,287000.0,0.0,9.16582159,0.0,0.0,0.0,0.0,0.0,5194701.0,325.0,644.0,566746.90291472,0.0,968.05733537,0.0,65.838952835,0.0,623428.92397624,0.0,0.0,0.0,0.0
2016-02-15,709.0,1614334989.0,1404.0,1181608.0,841.6011396,0.0,0.000243723167701863,0.0,2.94e-05,0.0,0.11771829,0.0,351000.0,2310.167855,0.0,351000.0,0.0,7.16638791,0.0,0.0,0.0,0.0,0.0,5545701.0,483.0,965.0,773848.84360167,0.0,1079.44740095,0.0,49.99754358,0.0,1041666.74191731,0.0,0.0,0.0,0.0
2016-02-16,645.0,1614334989.0,1376.0,904363.0,657.24055233,0.0,0.00024534968824940095,0.0,4.277e-05,0.0,0.10231082,0.0,344000.0,2131.85696,0.0,344000.0,0.0,7.559559599999999,0.0,0.0,0.0,0.0,0.0,5889701.0,417.0,864.0,779106.36480817,0.0,1158.77783359,0.0,52.784554925,0.0,1001184.04821953,0.0,0.0,0.0,0.0
2016-02-17,476.0,1614334990.0,1371.0,764874.0,557.89496718,0.0,0.000179004153846154,0.0,4.266e-05,0.0,0.05817635,0.0,342750.0,2007.2963300000001,0.0,342750.0,0.0,9.00620083,0.0,0.0,0.0,0.0,0.0,6232451.0,325.0,620.0,692017.76870683,0.0,1157.46919073,0.0,43.704323255,0.0,717630.8982511999,0.0,0.0,0.0,0.0
2016-02-18,835.0,1614334990.0,1370.0,903759.0,659.67810219,0.0,0.000168756075268817,0.0,3.74e-05,0.0,0.09416589,0.0,342500.0,1901.3448600000002,0.0,342500.0,0.0,5.54933797,0.0,0.0,0.0,0.0,0.0,6574951.0,558.0,1120.0,1184817.18658081,0.0,3765.15552241,0.0,65.48570574,0.0,4216974.18510186,0.0,0.0,0.0,0.0
2016-02-19,603.0,1614334990.0,1366.0,764887.0,559.9465593,0.0,0.000160483007518797,0.0,5.437e-05,0.0,0.06403272,0.0,341500.0,1802.1885949999999,0.0,341500.0,0.0,7.56779313,0.0,0.0,0.0,0.0,0.0,6916451.0,399.0,772.0,913932.35492112,0.0,2795.60557295,0.0,57.659847165,0.0,2158207.50231659,0.0,0.0,0.0,0.0
2016-02-20,645.0,1614334990.0,1363.0,835126.0,612.71166544,0.0,0.00016528234375,0.0,3.914e-05,0.0,0.06346842,0.0,340750.0,1713.7976399999998,0.0,340750.0,0.0,14.46517256,0.0,0.0,0.0,0.0,0.0,7257201.0,384.0,767.0,501701.65406191,0.0,813.70069844,0.0,49.99996265,0.0,624108.43570195,0.0,0.0,0.0,0.0
2016-02-21,834.0,1614334990.0,1371.0,728440.0,531.32020423,0.0,0.000145086860254083,0.0,3.908e-05,0.0,0.07994286,0.0,342750.0,1646.112405,0.0,342750.0,0.0,8.16284603,0.0,0.0,0.0,0.0,0.0,7599951.0,551.0,1072.0,931041.81653684,0.0,1400.02389833,0.0,73.135447205,0.0,1500825.61901511,0.0,0.0,0.0,0.0
2016-02-22,824.0,1614334990.0,1370.0,906547.0,661.71313869,0.0,0.000156134269911504,0.0,5.47e-05,0.0,0.07057269,0.0,342500.0,1573.9789150000001,0.0,342500.0,0.0,18.47739528,0.0,0.0,0.0,0.0,0.0,7942451.0,452.0,903.0,429846.89552392,0.0,571.53305056,0.0,73.04210902,0.0,516094.34465603,0.0,0.0,0.0,0.0
2016-02-23,1010.0,1614334990.0,1382.0,1395605.0,1009.84442836,0.0,0.000242714787430684,0.0,5.453e-05,0.0,0.13130870000000003,0.0,345500.0,1521.5762300000001,0.0,345500.0,0.0,8.08216638,0.0,0.0,0.0,0.0,0.0,8287951.0,541.0,1100.0,1025461.56748052,0.0,1053.77983255,0.0,92.566867155,0.0,1159157.81580716,0.0,0.0,0.0,0.0
2016-02-24,989.0,1614334990.0,1347.0,744704.0,552.86117298,0.0,9.574843853820601e-05,0.0,3.9200000000000004e-05,0.0,0.05764056,0.0,336750.0,1425.136295,0.0,336750.0,0.0,13.38119791,0.0,0.0,0.0,0.0,0.0,8624701.0,602.0,1192.0,644538.781822,0.0,656.14670659,0.0,71.56857935,0.0,782126.87425501,0.0,0.0,0.0,0.0
2016-02-25,781.0,1614334991.0,1380.0,655051.0,474.67463768,0.0,0.000142549621621622,0.0,7.028e-05,0.0,0.05274336,0.0,345000.0,1403.9005949999998,0.0,345000.0,0.0,21.95451359,0.0,0.0,0.0,0.0,0.0,8969651.0,370.0,772.0,408556.12513579,0.0,788.41305858,0.0,76.123041125,0.0,608654.88122267,0.0,0.0,0.0,0.0
2016-02-26,722.0,1614334991.0,1359.0,738692.0,543.55555556,0.0,0.00015445059490085,0.0,5.493e-05,0.0,0.05452106,0.0,339750.0,1332.0879400000001,0.0,339750.0,0.0,16.88581121,0.0,0.0,0.0,0.0,0.0,9309351.0,353.0,707.0,551312.03849367,0.0,794.7325005,0.0,77.25961195,0.0,561875.8778537,0.0,0.0,0.0,0.0
2016-02-27,735.0,1614334991.0,1370.0,808857.0,590.40656934,0.0,0.00016834417682926798,0.0,8.592e-05,0.0,0.05521689,0.0,342500.0,1295.25798,0.0,342500.0,0.0,18.65440923,0.0,0.0,0.0,0.0,0.0,9651551.0,328.0,683.0,517387.11641157,0.0,844.61288406,0.0,73.19706179,0.0,576870.59981115,0.0,0.0,0.0,0.0
2016-02-28,684.0,1614334991.0,1370.0,796664.0,581.50656934,0.0,0.000250373835616438,0.0,0.00010134,0.0,0.07310916,0.0,342500.0,1250.869235,0.0,342500.0,0.0,18.29797905,0.0,0.0,0.0,0.0,0.0,9994051.0,292.0,589.0,546183.3229702,0.0,958.30659777,0.0,93.56222057,0.0,564442.58608681,0.0,0.0,0.0,0.0
2016-02-29,654.0,1614334991.0,1373.0,697920.0,508.3175528,0.0,0.000145052797202797,0.0,7.03e-05,0.0,0.0414851,0.0,343250.0,1211.982135,0.0,343250.0,0.0,32.95958416,0.0,0.0,0.0,0.0,0.0,10337301.0,286.0,578.0,313635.66212049,0.0,615.23360788,0.0,66.86293199,0.0,355605.0253566,0.0,0.0,0.0,0.0
2016-03-01,1040.0,1614334991.0,1365.0,696277.0,510.09304029,0.0,0.000167613945111492,0.0,3.926e-05,0.0,0.09771893,0.0,341250.0,1166.41517,0.0,341250.0,0.0,21.34179442,0.0,0.0,0.0,0.0,0.0,10678551.0,583.0,1230.0,500358.62927889,0.0,434.62290763,0.0,58.79197542,0.0,534586.17638426,0.0,0.0,0.0,0.0
2016-03-02,1477.0,1614334991.0,1368.0,1480008.0,1081.87719298,0.0,0.000342503707093822,0.0,2.398e-05,0.0,0.29934824,0.0,342000.0,1132.701945,0.0,342000.0,0.0,3.5550024,0.0,0.0,0.0,0.0,0.0,11020551.0,874.0,1791.0,3100012.25327726,0.0,2378.13744071,0.0,52.70219105,0.0,4259244.15630919,0.0,0.0,0.0,0.0
