date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-10-21,12047,1614335639,551,2206523,4004.5789473684204,0.75458621,13554969.390300268,17963446.945129953,2199.6012862745497,0.00962900296568628,0.022065643545176566,6.455e-05,0.00014792157567267218,11.78589963,27.008347699296117,60.1528829533037,3465.7071464799897,21.385601152969198,7941.949836210079,3465.70714648,7941.949836210102,84.17957968,83.69224475043812,0.008549393677966116,2.29158134272149,11.401571110781337,-2.384326569968951,5915115.96712615,5915115.96712615,5915115.96712615,1224,8785,70267.82492311,161024.43658741904,19.7849148550393,45.33874174914132,0.10000099999999999,0.2291604258534917,173810.47700152,398300.84626620583,0.03751429893794653,0.02969399278280265,0.03070738473729193
2015-10-22,9010,1614335640,546,1530215,2802.59157509158,0.79880919,14362384.961321624,17979744.191867474,2350.4798159956304,0.00938166492809204,0.02276719047203612,9.620000000000001e-05,0.00023345576080548622,9.78507652,23.74617966233368,63.6781354848889,3184.9071466899895,19.6423117586883,7729.053233111663,3184.90714669,7729.053233111686,135.25536378,89.55190865444034,0.008811340863822327,2.4267750603480898,18.08215463544932,-2.4101047205624533,5918300.87427284,5918300.87427284,5918300.87427284,1043,7270,43756.49666433,106187.17483320045,15.7904592496465,38.31989269848495,0.10000099999999999,0.2426799328098693,114796.63874493,278585.61991798534,0.03768987461360657,0.02967611807571718,0.031616761243587234
2015-10-23,9947,1614335640,548,1703748,3109.02919708029,0.76561669,13769446.253323454,17984778.12499139,2291.1682101768697,0.00917614972545757,0.02133725526127408,7.015e-05,0.00016311944566747334,11.02973197,25.64738082405145,62.3040889834015,3290.2071468899894,20.280454899748303,7650.702294110539,3290.20714689,7650.702294110565,129.27297108,86.17878260351166,0.008345974067212159,2.32529502020632,13.051882829134787,-4.791841549184917,5921591.08141973,5921591.08141973,5921591.08141973,1202,6764,45806.87696534,106514.50289870866,9.48788415138232,22.062129769503773,0.4,0.930118008082528,64176.04839995,149228.24576092346,0.0378065622334038,0.030501185609360118,0.02943225650515335
2015-10-24,11062,1614335640,549,1803033,3284.2131147541,0.7503206,13491425.296453424,17980880.721986048,2263.91666475325,0.00850334124132614,0.019362679627962464,5.432e-05,0.00012369029156201317,11.02883359,25.113395477467318,61.6819809300385,3321.9642895,20.4647216982466,7564.336000126124,3321.9642895,7564.336000126124,105.39268699,84.68457684963745,0.008028835538281709,2.2770672231592997,15.301936530699336,-5.8053739178732595,5924913.04570923,5924913.04570923,5924913.04570923,1297,8847,56217.49682117,128011.01937954835,9.88624212030632,22.511637892366426,0.10000099999999999,0.22770899938315314,87463.58403835,199160.46043376563,0.03779001888458603,0.030667611143409487,0.02806606065891697
2015-10-25,8802,1614335640,547,1496310,2735.4844606947,0.71898237,12918882.510630257,17968288.18820751,2526.47281627273,0.00877810872262774,0.01913024685017146,4.625e-05,0.00010079322833399262,12.02600895,26.208438184734888,68.59389098448591,3047.85000446,18.7664067155417,6642.219274103725,3047.85000446,6642.219274103725,117.35091282,82.24582554497887,0.007618651915838684,2.1793130450593,12.543494977492774,-10.834249205895867,5927960.89571369,5927960.89571369,5927960.89571369,1370,6764,50514.82560657,110087.61841329356,18.6324263900562,40.60588989295663,0.10000099999999999,0.21793348381897504,126029.73210234,274658.2392359584,0.037898585230072605,0.03149169169442518,0.02847973726478582
2015-10-26,9672,1614335641,548,1793256,3272.36496350365,0.71252959,12801649.531441025,17966481.198850006,2665.95040996865,0.007221939503597121,0.015588490627191344,6.69e-05,0.00014440304054605626,10.03849591,21.668001971795963,72.5114262979081,2872.35000493,17.6772421068537,6199.941318749951,2872.35000493,6199.941318749951,115.06746497,82.7652213695287,0.007528655116890709,2.1584908900755804,14.680937578992946,-7.380524336048308,5930833.24571862,5930833.24571862,5930833.24571862,1390,7293,51542.22565967,111253.42454061747,10.9444194516207,23.623429683489253,0.10000099999999999,0.21585124749844808,79817.65106067,172285.67268168766,0.03790278990965741,0.030415850863013308,0.028482667148183736
2015-10-27,9596,1614335641,556,1655647,2977.78237410072,0.70465859,12655151.336211745,17959266.463234812,2739.79990396401,0.0090794242,0.01936432973682183,6.69e-05,0.00014268235857879403,11.80325146,25.173628657868377,75.61269811938371,2833.90714827,17.4323244373218,6044.074079349295,2833.90714827,6044.074079349295,69.37686719,82.41446405579315,0.007215961752191697,2.1327706812973704,8.442660246140731,-10.319424461492027,5933667.15286689,5933667.15286689,5933667.15286689,1300,7372,85528.03540456,182411.68633980898,15.9829097143136,34.087881240510974,0.10000099999999999,0.21327920090041827,117826.01041392,251295.8605050472,0.037894257918542056,0.030150448168150733,0.028449338873180043
2015-10-28,9238,1614335641,549,1848655,3367.31329690346,0.70737958,12699051.437217664,17952244.832603723,2733.14641617477,0.008664904508499629,0.018535628766463717,5.22e-05,0.00011166422211119599,11.723615800000001,25.07870572102541,74.4567247296296,2810.50714834,17.2802419200506,6012.128246309231,2810.50714834,6012.128246309231,89.54751554,82.99700397152701,0.0070264965458795925,2.1391613431263603,14.293755771808332,-10.620907007329857,5936462.66001523,5936462.66001523,5936462.66001523,1353,7622,66293.99625791,141813.55407628464,25.0745632174088,53.63853633045904,0.335311225,0.717284810436345,191118.32084309,408832.923910759,0.03733811392183972,0.03011822558437583,0.02843370574889073
2015-10-29,8492,1614335642,552,1849600,3350.7246376811604,0.79548259,14297264.956498103,17973070.945614178,2932.65466686753,0.0112683645556514,0.02712617883520323,0.00013821,0.0003327110299189916,13.06003452,31.439241270000608,80.3370895007763,2700.19286260999,16.5944329069051,6500.137097886403,2700.19286261,6500.13709788643,96.41478852,93.00893592501593,0.0076451039801285845,2.40728623051148,47.88940727133347,1.7751499979021983,5939162.85287784,5939162.85287784,5939162.85287784,1159,6413,61600.12321991,148289.1284250998,27.699534699232803,66.6807084730381,0.10000099999999999,0.2407310303373785,177637.11602618,427623.38343759323,0.0383699906301471,0.03738030496647593,0.03244083096577322
2015-10-30,10724,1614335642,542,2128103,3926.38929889299,0.83960493,15086229.19817377,17968247.595094506,2766.7811458153697,0.00853629957995579,0.021673128397919888,6.7e-05,0.00017010879117578404,11.58375853,29.410435235977268,74.395875458483,2783.76429107,17.1000184233339,7067.8026637646435,2783.76429107,7067.8026637646435,108.48113775,97.81755356063485,0.007729060980128581,2.5389371817281203,44.797164729557984,8.288768225743622,5941946.61716891,5941946.61716891,5941946.61716891,1357,8690,54774.00717001,139067.76339618102,9.447398306458,23.986350830861483,0.10000099999999999,0.2538962571099937,82097.89128312,208441.38872018622,0.0385612686821414,0.03854155698485874,0.033136324502416666
