date,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-01-12,7,1613991279,4472,0.0,1e-05,0.0,1e-05,0.0,0.00032,0.0,9089256.498817679,0.0,0.0,0.0,0.0,0.0,99999999999.9921,99999999999.9921,2903593694.8718944,32,6,11002.0,0.0,1833.66666667,0.0,200.0,0.0,11002.0,0.0,0.0,0.0,0.0
2013-01-13,6,1613991364,4496,0.0,1e-05,0.0,1e-05,0.0,0.00026000000000000003,0.0,22727272.727270875,0.0,0.0,0.0,0.0,0.0,99999999999.99184,99999999999.99184,2903593694.871634,26,10,4400.0,0.0,520.0,0.0,200.0,0.0,5200.0,0.0,0.0,0.0,0.0
2013-01-14,11,1613991453,4330,0.0,1e-05,0.0,1e-05,0.0,0.00016,0.0,1424501.424501306,0.0,0.0,0.0,0.0,0.0,99999999999.99167,99999999999.99167,2903653694.8714943,16,4,70200.0,0.0,17550.0,0.0,10000.0,0.0,70200.0,0.0,0.0,0.0,0.0
2013-01-15,22,1613991538,4592,0.0,1e-05,0.0,1e-05,0.0,0.0008,0.0,3016500.2564022467,0.0,0.0,0.0,0.0,0.0,99999999999.99088,99999999999.99088,2903683694.870774,80,15,33151.0,0.0,2210.06666667,0.0,100.0,0.0,33151.0,0.0,0.0,0.0,0.0
2013-01-16,23,1613991682,4589,0.0,1e-05,0.0,1e-05,0.0,0.00063,0.0,4645086.801110819,0.0,0.0,0.0,0.0,0.0,99999999999.99023,99999999999.99023,2903703671.870214,63,20,21528.123,0.0,1076.40615,0.0,21.5,0.0,21528.123,0.0,0.0,0.0,0.0
2013-01-17,19,1613991774,4489,0.0,1e-05,0.0,1e-05,0.0,0.0012,0.0,1105703.947052444,0.0,0.0,0.0,0.0,0.0,99999999999.98904,99999999999.98904,2903783691.8690944,120,28,90440.12212,0.0,3230.00436143,0.0,40.0,0.0,90440.12212,0.0,0.0,0.0,0.0
2013-01-18,21,1613991871,5007,0.0,1e-05,0.0,1e-05,0.0,0.0008900000000000001,0.0,1694628.0291474012,0.0,0.0,0.0,0.0,0.0,99999999999.98816,99999999999.98816,2903823691.868244,89,13,59010.0,0.0,4539.23076923,0.0,1000.0,0.0,59010.0,0.0,0.0,0.0,0.0
2013-01-19,14,1613991987,4643,0.0,1e-05,0.0,1e-05,0.0,0.00033,0.0,1960784.3137252515,0.0,0.0,0.0,0.0,0.0,99999999999.98784,99999999999.98784,2903873691.867974,33,6,51000.0,0.0,8500.0,0.0,10000.0,0.0,51000.0,0.0,0.0,0.0,0.0
2013-01-20,6,1613992093,4475,0.0,1e-05,0.0,1e-05,0.0,0.00018999999999999998,0.0,98039215.6862624,0.0,0.0,0.0,0.0,0.0,99999999999.98764,99999999999.98764,2903873691.867794,19,3,1020.0,0.0,340.0,0.0,10.0,0.0,1020.0,0.0,0.0,0.0,0.0
2013-01-21,12,1613992194,4626,0.0,1e-05,0.0,1e-05,0.0,0.00037,0.0,4761678.015331997,0.0,0.0,0.0,0.0,0.0,99999999999.98727,99999999999.98727,2903893691.867444,37,4,21001.0,0.0,5250.25,0.0,5500.0,0.0,21001.0,0.0,0.0,0.0,0.0
2013-01-22,27,1613992282,4251,0.0,1e-05,0.0,1e-05,0.0,0.00054,0.0,169198.15303293904,0.0,0.0,0.0,0.0,0.0,99999999999.98672,99999999999.98672,2903973676.866994,54,17,591023.0,0.0,34766.05882353,0.0,10000.0,0.0,591023.0,0.0,0.0,0.0,0.0
2013-01-23,30,1613992427,4529,0.0,1e-05,0.0,1e-05,0.0,0.00123,0.0,990707.1667755008,0.0,0.0,0.0,0.0,0.0,99999999999.9855,99999999999.9855,2904063688.8658943,123,12,100938.0,0.0,8411.5,0.0,5250.0,0.0,100938.0,0.0,0.0,0.0,0.0
2013-01-24,19,1613992531,4805,0.0,1e-05,0.0,1e-05,0.0,0.00045999999999999996,0.0,1652619.401751529,0.0,0.0,0.0,0.0,0.0,99999999999.98503,99999999999.98503,2904113688.865524,46,9,60510.0,0.0,6723.33333333,0.0,10000.0,0.0,60510.0,0.0,0.0,0.0,0.0
2013-01-25,19,1613992633,4080,0.0,1e-05,0.0,1e-05,0.0,0.00044,0.0,2226576.416102258,0.0,0.0,0.0,0.0,0.0,99999999999.9846,99999999999.9846,2904154087.8651943,44,13,44912.0,0.0,3454.76923077,0.0,1000.0,0.0,44912.0,0.0,0.0,0.0,0.0
2013-01-26,36,1613992738,4303,0.0,1e-05,0.0,1e-05,0.0,0.00045999999999999996,0.0,1.165364241975,0.0,0.0,0.0,0.0,0.0,99999999999.98413,99999999999.98413,2904224086.4507737,46,29,85810081001.41423,0.0,2958968310.393593,0.0,1000000000.0,0.0,85810081001.41422,0.0,0.0,0.0,0.0
2013-01-27,16,1613992837,4220,0.0,1e-05,0.0,1e-05,0.0,0.0003,0.0,3310929.046782897,0.0,0.0,0.0,0.0,0.0,99999989999.98384,99999989999.98384,2904243886.450504,30,8,30203.0,0.0,3775.375,0.0,100.0,0.0,30203.0,0.0,0.0,0.0,0.0
2013-01-28,14,1613992934,4250,0.0,1e-05,0.0,1e-05,0.0,0.0004,0.0,7062146.179377368,0.0,0.0,0.0,0.0,0.0,99999989899.98354,99999989899.98354,2904253786.450234,40,8,14160.0,0.0,1770.0,0.0,375.0,0.0,14160.0,0.0,0.0,0.0,0.0
2013-01-29,12,1613993036,4361,0.0,1e-05,0.0,1e-05,0.0,0.0007599999999999999,0.0,7137248.583254785,0.0,0.0,0.0,0.0,0.0,99999989899.9828,99999989899.9828,2904263185.449594,76,5,14011.0,0.0,2802.2,0.0,2000.0,0.0,14011.0,0.0,0.0,0.0,0.0
2013-01-30,20,1613993130,4037,0.0,1e-05,0.0,1e-05,0.0,0.00064,0.0,3173017.956681009,0.0,0.0,0.0,0.0,0.0,99999989899.9822,99999989899.9822,2904297198.1832037,64,16,31515.734,0.0,1986.608375,0.0,67.5,0.0,31785.734,0.0,0.0,0.0,0.0
2013-01-31,25,1613993866,4288,0.0,1e-05,0.0,1e-05,0.0,0.00056,0.0,1073825.3948991317,0.0,0.0,0.0,0.0,0.0,99999989899.98164,99999989899.98164,2904387193.182724,56,14,93125.0,0.0,6651.78571429,0.0,250.0,0.0,93125.0,0.0,0.0,0.0,0.0
2013-02-01,14,1614004015,4025,0.0,1e-05,0.0,1e-05,0.0,0.00022,0.0,4999749.507523696,0.0,0.0,0.0,0.0,0.0,99999989899.98143,99999989899.98143,2904412793.182494,22,3,20001.0,0.0,6667.0,0.0,10000.0,0.0,20001.0,0.0,0.0,0.0,0.0
