date,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-02-15,2080,1614243584,24203,835342167.898948,0.01150322,9.609316546397582e-05,0.011000000000000001,9.188947269579593e-05,7425.100512999999,62.02623371389582,721.357019889362,566.5479968595616,2.0922278784336664e-05,0.00835358842689054,-38.42569963248336,66.41288187324989,99998003876.98633,99998003876.98633,11997934132.938892,645480,23077,138624843.34362397,1158014.8870348113,6016.92435514,50.26290965857331,800.0,6.682870741512432,138852563.343624,1159917.166191383,0.052942130612240484,0.05978387187788881,0.049909733696610066
2016-02-16,1449,1614243610,24816,821332202.0806339,0.01222505,0.00010041028349387911,0.011000000000000001,9.034835182127437e-05,6782.814890000001,55.71055872911803,813.97669125893,555.0529369940966,2.0178805961426096e-05,0.008213486529206759,-40.03054967994732,54.291900268709725,99997997094.17143,99997997094.17143,11997927350.124,554829,25365,122851180.09891699,1009036.5128396084,4851.66883891,39.849116652559495,600.0,4.928091917524056,123062580.09891699,1010772.8438918822,0.05287997255108275,0.059557366302514035,0.04963131189535424
2016-02-17,1356,1614243640,25499,774584019.7560709,0.0126847,9.825563475238402e-05,0.011000000000000001,8.52059553853244e-05,7766.018087,60.155544603867675,536.886497343974,518.9143704089943,1.865048451198131e-05,0.0077459959441204,-44.47876487863196,47.069399231920436,99997989328.1533,99997989328.1533,11998536530.131126,612235,28063,186255362.768206,1442733.2845731971,6764.02219322,52.39408847462248,540.0,4.182837809825016,189818754.808206,1470335.3048623484,0.053059266371626786,0.06088295139630472,0.0502225820141564
2016-02-18,1444,1614243667,24409,801392020.2396247,0.011607,9.301944937414976e-05,0.011000000000000001,8.815490162106033e-05,7814.554956999999,62.62648394970039,741.252296463048,537.1697483088868,1.9022735827001752e-05,0.00801408196555094,-41.56260562456158,53.813446390224506,99997981513.59834,99997981513.59834,11998528715.576149,673262,24079,134904110.23446098,1081132.5969086895,5616.67678203,45.01250810519531,700.0,5.6098573758856585,135243960.234461,1083856.1826646822,0.05309960840457207,0.06083217137847164,0.05035863154350724
2016-02-19,1501,1614243694,25448,819107531.2415979,0.01240359,0.00010160079553885071,0.011000000000000001,9.010365151761368e-05,4828.977039,39.55531493714674,894.458258581053,548.0195306615284,1.9520312682641738e-05,0.00819124104705579,-39.93263471552744,50.40436098420425,99997976684.6213,99997976684.6213,12001073866.609884,389321,23617,111797253.50544102,915758.2518618704,4749.60572915,38.90516540594482,700.0,5.733868732939053,112171438.505441,918823.2913930627,0.0530745861968559,0.060589112755073324,0.05036611137089173
2016-02-20,1090,1614243723,25972,797217534.2180755,0.0119035,9.489871399534803e-05,0.011000000000000001,8.769570747669412e-05,4962.580378000001,39.56336337806093,753.1844930132901,530.2238488760927,1.8110890122735266e-05,0.00797233704333583,-39.898471361090095,51.59534014562139,99997971722.04092,99997971722.04092,12001068904.029507,416901,21218,132766901.93391502,1058462.490416686,6278.5136174,50.054426689086455,900.0,7.175103339002247,133217501.93391499,1062054.8254884132,0.05304536396629113,0.0603878200784678,0.05050843270055358
2016-02-21,1283,1614243750,26214,798119167.5956922,0.01193107,9.522609176517895e-05,0.011000000000000001,8.77948926137361e-05,3933.8893049999997,31.39776264425454,988.3978341600271,529.2731573940897,1.81924213909994e-05,0.00798135387397601,-40.6864425489436,57.120771860657655,99997967788.15161,99997967788.15161,12001064970.1402,329718,21413,101171779.55284898,807487.7746711781,4742.41813631,37.850917364251906,600.0,4.7888123243856064,101549399.552849,810501.6935210691,0.053042582548640894,0.05974589505250667,0.05042514509356172
2016-02-22,1357,1614243777,27246,803925614.6021122,0.01234068,9.921190693206226e-05,0.011000000000000001,8.843361761691292e-05,3225.272807,25.929322011315037,625.04332186037,529.7521369041168,1.837433430742256e-05,0.00803941978335572,-39.063626308183096,59.468287014227826,99997964562.8788,99997964562.8788,12026061744.891392,261353,22292,159985653.89875096,1286191.8310067197,7189.11734697,57.79633222409641,800.0,6.431535826684576,160259803.898751,1288395.8379403264,0.0530324191886566,0.059613291219769216,0.05040343043668436
2016-02-23,1467,1614243806,26253,796443858.9621191,0.01408345,0.00011216906090395713,0.011000000000000001,8.761061174240177e-05,4562.980536,36.342319647966576,632.007266988513,538.1164085890158,1.896186440677966e-05,0.00796460106749107,-41.12609049585213,55.9619659828323,99997959999.89828,99997959999.89828,12026057181.910854,323996,22873,158222800.94402102,1260181.489300177,6923.84737219,55.14568217168971,500.0,3.982300533745535,158369160.944021,1261347.1883124146,0.05302734484598577,0.059785614656536236,0.04913284112410088
2016-02-24,1442,1614243832,25572,807861829.8716009,0.0152535,0.00012322972480197458,0.011000000000000001,8.886661899378636e-05,5433.7527979999995,43.8981126914806,1169.465596684042,545.3431551408523,1.9053954412624184e-05,0.00807878354488967,-37.999652076611866,58.52061284761714,99997954566.14548,99997954566.14548,12026051748.158056,356230,18475,85507393.162898,690795.720850832,4667.88460963,37.710829373722575,600.0,4.847270126933802,86239168.162898,696707.5726793932,0.053028063790828604,0.059701200583322324,0.047982221096462815
2016-02-25,1460,1614243858,24150,809860137.5557553,0.01403416,0.00011365939787083912,0.011000000000000001,8.90864416950662e-05,4893.780465,39.63358982397058,724.399579707902,543.4581945698786,1.9096773816481586e-05,0.0080987674268242,-38.4520437267929,47.226444250119506,99997949672.36499,99997949672.36499,12026046854.377579,348705,22906,138042528.562326,1117974.3338370153,6253.13143117,50.64265715041017,540.0,4.373334410485069,143234228.562326,1160020.704686858,0.05298406558188773,0.05861108767934362,0.04763640098901823
2016-02-26,1353,1614243885,26645,803460330.0740271,0.012281700000000001,9.868061363195484e-05,0.012,9.641721940638985e-05,3037.436882,24.405101523737887,1120.894703922132,537.4956863454263,1.8609242548217416e-05,0.008034768283865821,-38.77682042445681,18.89703764262704,99997946634.92813,99997946634.92813,12028534616.95269,247314,21713,89212614.070728,716802.6820562468,4120.62884312,33.10829793828327,900.0,7.231291455479237,89471214.070728,718880.4731344546,0.05298010103602503,0.045986695294457314,0.047594710035999965
2016-02-27,1047,1614243912,26487,787814893.0278918,0.0120946,9.52850197544557e-05,0.011000000000000001,8.666142057604327e-05,3309.009049,26.069402262301995,1139.585343844281,525.8001215164904,1.8196905318527206e-05,0.00787831096145848,-40.55071853686215,29.005175593059253,99997943325.91905,99997943325.91905,12028531307.955635,273594,20539,87749411.543488,691317.1508245928,4283.96764903,33.75042928788657,900.0,7.090479865312632,87988411.543488,693200.0671443813,0.05297936247592746,0.041646422135574776,0.047520668446058636
2016-02-28,1179,1614243939,26779,777606813.3043054,0.01211861,9.42370787638325e-05,0.011000000000000001,8.553851195823262e-05,3795.196163,29.51231203387401,1253.675582529831,519.0451850376456,1.7954716540035095e-05,0.00777622835983933,-37.97447899613381,12.049041753000138,99997939530.72285,99997939530.72285,12028527512.759422,313171,22237,79763808.85470699,620261.5925047757,3609.54125353,28.06861706170999,900.0,6.998605523855398,80265368.85470699,624161.8376009371,0.05297229200487336,0.03515844936282636,0.04757157031449236
2016-02-29,1650,1614243967,25995,801746178.1604314,0.01187193,9.518471141142252e-05,0.011000000000000001,8.819390154133724e-05,5369.355570000001,43.04949240736462,461.69485844027605,530.1147619096425,1.8314457042665115e-05,0.008017627412848841,-30.787109230623088,23.17510176241955,99997934161.36728,99997934161.36728,12028522143.403849,452273,22648,216588797.413049,1736528.2794548252,9572.39170845,76.74787016819565,600.0,4.810576447709304,216795527.413049,1738185.7635698838,0.05300098878346692,0.03303942248012756,0.04745252157495077
2016-03-01,1412,1614243994,26750,803494260.4265612,0.01207539,9.702707383327012e-05,0.011000000000000001,8.838619805786574e-05,3953.918814,31.770168308993235,801.8719301379671,528.9925341869766,1.8565071303331406e-05,0.00803510891435143,-32.037554770896136,26.382191899863976,99997930207.44841,99997930207.44841,12028792701.978998,327436,23478,124705612.51625696,1002023.1787990318,5320.40814875,42.75005894400911,500.0,4.017554457175715,124912542.516257,1003685.8838866786,0.052986156604975285,0.03255159973774173,0.04743771428570116
2016-03-02,1465,1614244022,25995,789678923.4045902,0.01229808,9.711735861231625e-05,0.011000000000000001,8.686648198218573e-05,2822.38544,22.288244906413027,39.94287609409,456.51665534121344,1.866539859731153e-05,0.00789695290747143,-10.256557813554616,19.56137605894798,99997927385.06297,99997927385.06297,12028801980.719559,229498,20696,2503523460.591719,19770206.871042714,121000.99481019,955.5391577732651,800.0,6.317562325977143,2504236588.591722,19775838.409275733,0.05299507581769222,0.03234424981028587,0.047422565401489584
2016-03-03,1298,1614244048,25196,795633446.6969906,0.01191549,9.480559271331214e-05,0.011000000000000001,8.752149679504858e-05,4198.698692,33.406944919568424,34.068608006204,401.01751367941637,1.8977084161309186e-05,0.00795649970864078,-24.053872716736326,18.04829703195604,99997923186.3643,99997923186.3643,12028797782.056864,352373,21803,2935192514.121913,23353858.383415602,134654.97519249,1071.382270886078,800.0,6.365199766912624,2935882424.121913,23359347.652129587,0.05298353966219377,0.03223357373363238,0.047215812785851935
2016-03-04,1309,1614244076,25071,814896878.8041983,0.01206178,9.829311399193018e-05,0.011000000000000001,8.964052187249577e-05,3946.2650320000002,32.15865971960556,818.055896276935,409.8169378170335,1.9973860315604875e-05,0.00814913835204507,-27.996098872147353,19.404786229589913,99997919240.09924,99997919240.09924,12028793835.791832,327171,21348,122238492.131407,996138.3843242083,5737.10662036,46.75247558974734,740.0,6.030362380513352,122475752.13140701,998071.8488896143,0.05293513441581283,0.0323858642915309,0.04727854766368815
2016-03-05,1200,1614244102,24659,758836135.3599554,0.01211238,9.191503449038612e-05,0.011000000000000001,8.347371692386198e-05,6165.578352,46.787612911521784,589.918646774337,380.7675062915562,1.9099530976037428e-05,0.007588519720351091,-28.354741317785397,11.243874361454155,99997913074.52086,99997913074.52086,12028787670.213436,509031,22977,169511361.645046,1286340.3106669972,7394.25780759,56.11147119025674,600.0,4.553111832210654,169897861.645046,1289273.2735389124,0.05319163074359681,0.03531456165501979,0.048279795621975465
2016-03-06,1180,1614244129,24524,767719960.8073376,0.01273953,9.780596028050097e-05,0.011000000000000001,8.445096193387909e-05,4519.10775,34.69481787003163,1067.226114460652,386.04479492100995,1.9017244301578e-05,0.00767736017580719,-26.20635088639197,5.075796782955028,99997908555.4131,99997908555.4131,12028783151.105677,354731,22509,93698895.85765004,719360.1715746276,4171.91327281,32.02928081759293,700.0,5.374152123065033,93905595.85765,720947.0819229666,0.053194374246937376,0.03315658664662142,0.04819587956609877
2016-03-07,1534,1614244156,25401,775896167.6317991,0.01261259,9.786265285827984e-05,0.011000000000000001,8.535036669241435e-05,3746.079278,29.066294548741332,696.2350688032651,392.1417996409875,1.8776797779076583e-05,0.007759124244764941,-23.88209829210681,-4.191287880739301,99997904809.33379,99997904809.33379,12028779405.026388,297011,23691,143626641.762267,1114416.9582917741,6155.48696814,47.7611881728297,600.0,4.655474546858964,145829641.76229298,1131510.3090031934,0.05315050073282851,0.02717840209633192,0.04820195841861653
2016-03-08,1381,1614244184,25303,787956249.9208778,0.01331914,0.00010495119991362861,0.011000000000000001,8.667700760333736e-05,4688.0571820000005,36.94061527355401,729.360021503367,407.82788171531763,1.9152238457042678e-05,0.00787972796393976,-23.37463148519588,1.1566689932122836,99997900121.27658,99997900121.27658,12028774716.969152,351979,22750,137103621.22009298,1080339.2380853712,6037.012888800001,47.5700192785421,600.0,4.727836778363857,137342043.22009298,1082217.93858599,0.05316176900631745,0.026394379658474503,0.04811180423710257
2016-03-09,1384,1614244210,26568,797511761.8834689,0.01200851,9.577129380000169e-05,0.011000000000000001,8.77281387782513e-05,3176.3457670000003,25.332263841371553,1570.6120232602068,420.46094055661524,1.9332117475160747e-05,0.007975285343477391,-20.45570307105897,5.605976045788597,99997896944.9308,99997896944.9308,12030202063.635372,264508,20852,63668108.650639005,507771.3337683672,3220.83294891,25.687061811230983,1000.0,7.97528534347739,67160808.650639,535626.6128875305,0.053167936684516914,0.025793187008889152,0.048068428970241585
2016-03-10,1451,1614244237,25806,823392306.1429311,0.01187436,9.777462848422169e-05,0.011000000000000001,9.057506369408024e-05,5713.3709340000005,47.04444875045061,635.716818808143,551.1668405276162,1.977729339567503e-05,0.00823409669946184,-20.034825275142325,8.093742252195574,99997891231.55984,99997891231.55984,12030196350.264427,481152,28682,157299426.84077197,1295218.6913768393,5490.75506732,45.211408177372995,660.0,5.434503821644815,157485836.840772,1296753.6093425862,0.053208444929472284,0.026350219177094972,0.048183109524556365
2016-03-11,1778,1614244265,24334,870396812.9877291,0.01161294,0.00010108080104267169,0.011000000000000001,9.574567779299543e-05,9723.372734999999,84.63371935877333,13.680314298053998,403.76647755900217,2.074828345996494e-05,0.00870415252663595,-17.576139278206565,14.433428033196645,99997881508.1871,99997881508.1871,12130756017.509476,837288,37526,7309618721.436327,63624036.26293544,194823.90202623,1695.7769590706848,500.0,4.352076263317975,7310961747.436327,63635726.16608666,0.05335947574069797,0.028046508029184836,0.04851263065621561
2016-03-12,1309,1614244291,24004,842694601.3775133,0.012585500000000001,0.00010605958671858091,0.011000000000000001,9.269837939727388e-05,10181.590245,85.80153776350843,601.309205784308,392.6445155672789,2.05407299824664e-05,0.00842712539975217,-19.075500309239363,10.688164430533869,99997871326.59683,99997871326.59683,12131080835.596209,808994,27249,166300250.128661,1401433.061844378,6110.27150092,51.492024164784745,530.0,4.4663764618686495,166498788.128661,1403106.166466994,0.05334253705958989,0.02883907419145369,0.04872522113443431
2016-03-13,1281,1614244319,24150,853700526.193678,0.01147583,9.797131475225486e-05,0.011000000000000001,9.39090647277629e-05,8336.973965000001,71.17431161025992,869.8732315570751,400.65184389524063,2.0731097019286968e-05,0.0085371877025239,-23.304753890987357,9.708744803824102,99997862989.62286,99997862989.62286,12131409612.582836,726481,24031,114956822.85869,981407.9744304268,4791.39956135,40.90507741303563,500.0,4.26859385126195,115142122.8587,982989.9153117898,0.05333314738319672,0.02868795244305255,0.04864693715831595
2016-03-14,1695,1614244346,23772,826575080.0655516,0.01148462,9.49310440646559e-05,0.011000000000000001,9.092520995132751e-05,8867.666883,73.2994975559281,710.6976884856099,389.60617416585137,1.9916605493863243e-05,0.00826592817739341,-23.10513211221612,1.5381354607863278,99997854121.95596,99997854121.95596,12131741916.01533,772134,24718,140703784.101277,1163047.3736686243,5705.98879769,47.16529358271691,900.0,7.439335359654069,141040631.101277,1165831.726777395,0.05332825207259383,0.02825593576228506,0.04884038795802383
2016-03-15,2261,1614244374,24019,817156380.3321735,0.01146349,9.367665569740196e-05,0.011000000000000001,8.988913608956974e-05,5942.648394,48.56177547461172,709.7376398616769,384.7354518942018,1.9678306838106352e-05,0.008171739644506341,-25.427041194012627,-3.8584124897104286,99997848179.30754,99997848179.30754,12132936966.444807,518398,24745,140894103.06433302,1151349.9276879726,5741.71768294,46.919822017243874,600.0,4.903043786703804,142078804.06433302,1161030.9958165584,0.053328593361445034,0.027151500362044882,0.04695064805965083
2016-03-16,1585,1614244399,24665,813507533.4702748,0.01121736,9.125603839872679e-05,0.011000000000000001,8.948776025606691e-05,6658.110835,54.16540237825468,711.954659358221,382.5944982294994,1.9507866744593796e-05,0.00813525093236972,-24.278332680564922,-2.6136970528495707,99997841521.1967,99997841521.1967,12132930358.345964,593554,23763,140455350.92268103,1142639.5245500572,5935.35205667,48.28557835296717,800.0,6.508200745895777,141041770.922681,1147410.198401817,0.0533298853653868,0.02699076220556625,0.04686081362517701
2016-03-17,1441,1614244427,25303,820913170.2041192,0.01128175,9.261537659525015e-05,0.011000000000000001,9.030240366501221e-05,6405.496279,52.584700969181064,588.770504026613,384.5510224633545,1.961109468147284e-05,0.00820930942409202,-18.813335899929275,-0.05085666239163218,99997835115.7004,99997835115.7004,12133273381.08366,567775,24658,169841787.98328602,1394283.790695829,6894.06229148,56.59549053972419,700.0,5.7465165968644145,169993787.98328602,1395531.6057282905,0.053333617621712286,0.02687516435923177,0.04638695319473479
2016-03-18,1517,1614244454,24889,810449432.4918724,0.01122618,9.098448828202042e-05,0.011000000000000001,8.915137394039865e-05,7113.962527,57.656321222050956,463.72359022074403,376.9840795357426,1.9820589129164238e-05,0.008104670358218059,-19.608537832813358,4.630449288705249,99997828001.73785,99997828001.73785,12133622552.4911,633694,24463,215641020.018275,1747699.3829580205,8821.31058408,71.49381441142842,700.0,5.673269250752642,215795720.818275,1748953.1819461733,0.05330490811496386,0.024640944982955455,0.04640196242882602
2016-03-19,1319,1614244482,24896,794089008.390259,0.0111412,8.847297220513163e-05,0.011000000000000001,8.735169409546976e-05,6748.882879000001,53.59330479386919,619.271655764224,368.5092589699389,1.9409897136177653e-05,0.007941063099588159,-21.543055401087393,-0.9111320083405235,99997821252.85492,99997821252.85492,12133615803.608198,605759,23797,161476502.79496598,1282295.0977956494,6795.00621066,53.95957308094448,700.0,5.558744169711711,161700762.79496598,1284075.9606063624,0.05332769717455707,0.024163134223043604,0.04648136214389098
2016-03-20,1192,1614244509,24531,786249571.0611072,0.01104254,8.682382075085097e-05,0.011000000000000001,8.648934287395478e-05,6559.356521,51.574039561570935,1053.173813279837,365.1984017526748,1.9081506721215646e-05,0.007862667533995891,-20.398944859826557,-4.011278769265385,99997814693.4984,99997814693.4984,12133802317.460217,594008,20907,94949013.574579,746552.5264177773,4552.80114672,35.79716176505459,900.0,7.0764007805963,95185413.574579,748411.2610228141,0.053331853843730216,0.02385236482326715,0.04627126448662605
2016-03-21,1333,1614244544,24045,803688785.1264664,0.01109807,8.919589996372509e-05,0.011000000000000001,8.840770508754909e-05,7628.645705,61.31191451863983,1148.446253402517,372.6800115537949,1.952631063705437e-05,0.0080370640988681,-20.614904340356297,0.8118956233338931,99997807064.85268,99997807064.85268,12133966145.3305,687385,20705,87072256.77178,699805.3089078978,4224.325804,33.95117726125051,600.0,4.822238459320861,87464665.77178,702959.1251938704,0.05287030008104169,0.02370824053494609,0.045997079665279016
2016-03-22,1595,1614244573,24620,814480336.6466715,0.011119200000000001,9.056569033814496e-05,0.011000000000000001,8.959480841423795e-05,7396.701096,60.24600159940943,122.791321498494,366.1073550448728,1.955194739918175e-05,0.008144982583112541,-15.710890081044823,2.0501372539069758,99997799668.15158,99997799668.15158,12423362451.09019,665219,21753,814371882.701643,6633044.800781451,37458.30969069,305.0972800235057,600.0,4.886989549867523,814830610.701643,6636781.132351836,0.05287204576650705,0.02382799122424559,0.04567514993957144
2016-03-23,1695,1614244602,24335,834692317.1842409,0.01135657,9.479450933559234e-05,0.011000000000000001,9.181818125468484e-05,6599.70982,55.08848658918941,621.858951967479,373.471252032732,1.9998901227352444e-05,0.00834710738678953,-9.676336270307166,3.8272364390130087,99997793068.44176,99997793068.44176,12423706365.32755,581136,26791,160804620.97082,1342253.4395354216,6023.30905792,50.27720753028032,500.0,4.173553693394766,161370472.97082,1346976.6669444519,0.05288257056717091,0.024197797416145885,0.04567907181096143
2016-03-24,1727,1614244629,25531,814327269.521939,0.01141056,9.292135762474503e-05,0.011000000000000001,8.957798161283896e-05,5627.14196,45.82436536597404,699.1649482691879,363.1529524060263,1.969109234365865e-05,0.00814345287389445,-7.259562524763603,2.2455839895534235,99997787441.29977,99997787441.29977,12424050337.847988,493152,25574,143024600.545048,1164714.0943461768,5624.6588545,45.80414431335389,600.0,4.88607172433667,143845025.545048,1171395.1866702414,0.052839027477499315,0.02458886426807536,0.04587388646935547
2016-03-25,1611,1614244657,24485,808924308.121569,0.01151079,9.311564381122908e-05,0.011000000000000001,8.898364768391395e-05,5591.030363,45.22820691011431,266.571852492796,357.3818559389808,1.94282957334892e-05,0.00808942251671945,-5.706084385807085,0.13169026958903934,99997781850.26941,99997781850.26941,12424044746.82962,485721,23392,375125058.835579,3034545.097530241,16074.24460651,130.03135625915817,800.0,6.47153801337556,376008729.835579,3041693.4856150122,0.05284230405621822,0.02448914709433953,0.045894508177104186
2016-03-26,1303,1614244686,25086,803829473.2471826,0.01128128,9.068426888102034e-05,0.011000000000000001,8.84232070909705e-05,4155.753514999999,33.405913970533966,1338.014351298574,355.09773837218603,1.9285095850379905e-05,0.00803847337190641,-7.501907539895483,-0.7444843361977466,99997777694.51587,99997777694.51587,12424138365.264984,368376,19645,74735953.016846,600762.9682499651,3814.33408078,30.661422939905144,1000.0,8.038473371906411,74932593.016846,602343.6536538168,0.05257168501277422,0.02451167436416328,0.045030543797481976
2016-03-27,1418,1614244713,24875,792449329.8100111,0.01124657,8.91253535887453e-05,0.011000000000000001,8.717136775712046e-05,4891.437478,38.763026841427255,723.063404443354,349.54160062921704,1.8626342489772078e-05,0.007924669796101859,-10.306229150550683,-1.3702758296719229,99997772803.07838,99997772803.07838,12424646688.22967,434927,20403,138297377.779838,1095961.0525719707,6790.84741361,53.815223388571596,800.0,6.339735836881488,138553659.779838,1097992.0027966555,0.05132550215122317,0.024607064267490854,0.03670088215057084
2016-03-28,2038,1614244741,24381,731137906.7183564,0.01133903,8.290580150152058e-05,0.011000000000000001,8.042696919548907e-05,10182.514501,74.44988910041343,216.519453044735,318.09871768754624,1.7288344827586208e-05,0.007311542654135371,-12.368481401299155,-7.194033214680151,99997762620.56386,99997762620.56386,12425742317.681143,898006,35117,461841932.51173294,3376776.9890278443,13167.12425639,96.27199063289599,600.0,4.386925592481221,462389902.511733,3380783.495056032,0.051330009922965235,0.028453267671531182,0.03579227720120788
2016-03-29,2026,1614244769,23841,748742172.6557971,0.01114667,8.346169568806842e-05,0.011000000000000001,8.236349085141596e-05,11018.80332,82.50428240367012,427.58602102503403,323.5172725996978,1.8004908240794848e-05,0.00748759007740145,-7.993273768980074,-3.711803062890545,99997751601.76051,99997751601.76051,12426391429.063007,988529,29078,233865811.05256903,1751091.3262806577,8070.42973808,60.42806962721339,542.3159545,4.060639559730696,234671955.92377403,1757127.4086192406,0.051290568258028635,0.02877509212807033,0.03195403183074031
2016-03-30,2468,1614244796,24258,707672710.6860049,0.01116456,7.901032842387495e-05,0.011000000000000001,7.784575591538087e-05,9579.603533,67.7937707632762,413.924543780459,303.95741048451214,1.7144547632963212e-05,0.007076886901398259,-7.484900250780556,-11.733402701439747,99997742022.15697,99997742022.15697,12427728000.281443,858037,29327,241584471.19094905,1709665.9797524528,8311.3316463,58.8183540608773,600.0,4.246132140838956,243746423.19094902,1724965.8695427042,0.05115573534464822,0.029820407390112307,0.0317019532263734
2016-03-31,2396,1614244825,24170,745588888.3912789,0.01120711,8.356086140274484e-05,0.011000000000000001,8.201663724458786e-05,9271.351359,69.12773283438362,45.02717449734801,297.12322679873114,1.7925077147866737e-05,0.00745605793132617,-2.8509369101998128,-7.2065106919835635,99997732750.80559,99997732750.80559,12428101871.473072,827274,27736,2220830728.7124076,16558642.568949023,80075.85678225,597.0502270690336,510.0,3.8025895449763465,2220983963.7124076,16559785.097986132,0.05089267496889203,0.03153572181404245,0.032196382269124094
2016-04-01,1697,1614244852,24532,736540808.8003706,0.01119731,8.247463482275298e-05,0.011000000000000001,8.10213330746655e-05,8826.198011,65.01002989383466,146.61076965846001,287.55081019459305,1.765475569842196e-05,0.0073655757340605,-8.6485533752147,-6.728888719954072,99997723924.60754,99997723924.60754,12426472195.697794,788243,26126,682062608.071421,5023783.795120877,26120.25216533,192.3906955164959,700.0,5.15590301384235,682417708.071421,5026399.311064041,0.05068550797752214,0.031466208850925916,0.03191079195876136
2016-04-02,1133,1614244879,24085,750447694.8984692,0.01117774,8.388500761028634e-05,0.011000000000000001,8.255113141951324e-05,7334.476347,55.04266552859168,896.056695872458,292.4528695636405,1.7878296317942718e-05,0.007504648310864841,-14.494359942796256,-5.679022363128205,99997716590.1312,99997716590.1312,12426905910.33803,656168,21015,111597532.891339,837500.2367096705,5320.67727296,39.92981170917621,700.0,5.253253817605388,111814032.89133899,839124.9930689727,0.050633593334173416,0.031652645939473686,0.03189630648279887
2016-04-03,1025,1614244907,24285,742787811.0677582,0.01122943,8.341274684379775e-05,0.011000000000000001,8.170852975456237e-05,5870.2278670000005,43.60433530334823,1775.8586768019409,289.45946258405183,1.7682731151373476e-05,0.00742804815950567,-13.574276318476816,-8.848667937493524,99997710719.90332,99997710719.90332,12426900040.1638,522754,20548,56309498.06207801,418269.6634427065,2751.76650098,20.44025409299385,900.0,6.685243343555102,56543298.06207801,420006.34110239893,0.050181395959778434,0.03130251264688797,0.03190213774021493
2016-04-04,1385,1614244935,25370,740851759.8090571,0.01113911,8.25261862808075e-05,0.011000000000000001,8.149556374691358e-05,5529.376738,40.96542494839818,960.051826478196,288.2988579867271,1.7659042665108115e-05,0.00740868761335578,-15.529664025039294,-2.3697916540037616,99997705190.52658,99997705190.52658,12447415110.87434,496393,20801,104158653.139959,771678.9233418353,5020.1121648,37.19244281301042,800.0,5.926950090684624,104423353.139959,773640.0029530904,0.05004613989558932,0.028532569907968118,0.031905461753663385
2016-04-05,1454,1614244963,24666,733942015.7229776,0.0112046,8.223715894447072e-05,0.011000000000000001,8.073547903443033e-05,5672.204363,41.63164876618097,1235.4315901046111,285.6699187963493,1.737175219170073e-05,0.00733958900313003,-17.31430028593179,-4.399574397219778,99997699518.32205,99997699518.32205,12447409438.669827,506239,21703,80941510.901348,594077.4233082632,3741.45725943,27.460758556993447,600.0,4.403753401878018,81200846.901348,595980.8429619791,0.04978180330217621,0.028474518239138862,0.030682468262757306
2016-04-06,1473,1614244990,24657,710491221.2164279,0.01117558,7.940334689570365e-05,0.011000000000000001,7.815583762567493e-05,6821.170592,48.46493647321646,732.357545787415,276.77016056785544,1.6840376972530687e-05,0.0071050761477886295,-22.292575791475134,-8.429406159046804,99997692697.15141,99997692697.15141,12447738893.685812,610364,23846,136542175.706862,970142.5557819892,5736.08889151,40.75534836466303,800.0,5.684060918230903,136782775.706862,971852.0371031474,0.049694069309892334,0.02892584675400723,0.027837254183790083
2016-04-07,1595,1614245018,24251,675600518.3898284,0.0112437,7.596425485023103e-05,0.011000000000000001,7.43177782538258e-05,8739.133699,59.043000033892596,406.53265897959096,261.8887656016853,1.6030099941554667e-05,0.00675616165943871,-25.72000102468635,-14.25894789316154,99997683958.01767,99997683958.01767,12447898247.891836,777247,30537,245977000.246462,1661860.378168893,8093.44730152,54.68063835121712,500.0,3.378080829719355,247149600.24646202,1669782.6533307508,0.049845013215223284,0.029960737194738424,0.028131223250466058
2016-04-08,1503,1614245044,24319,664269360.4089258,0.01127616,7.490581676416843e-05,0.011000000000000001,7.307132786390514e-05,8014.488202,53.239026824521964,150.40681587032302,253.0710421935252,1.5867554646405626e-05,0.0066428479876277395,-23.135953151660463,-16.70708066814671,99997675943.52948,99997675943.52948,12399258710.135855,710746,26106,664848034.7442851,4416484.429679332,53495.55813776,355.3628607224417,700.0,4.649993591339418,1396555040.7442849,9277102.842019552,0.04982764130221593,0.02985450289225712,0.027946602712736544
2016-04-09,1111,1614245071,24088,607503975.4737164,0.01120798,6.809051171464445e-05,0.011000000000000001,6.68269954854567e-05,7611.04882,46.238502284884575,422.186144224304,230.25639519897197,1.4507596727060196e-05,0.00607518140776879,-28.96780350520452,-26.219212264463106,99997668332.48064,99997668332.48064,12399512156.025759,679074,25577,236856821.80832705,1438948.1601531536,9267.58602683,56.30226632509545,600.0,3.645108844661274,237037047.808327,1440043.06579755,0.05026405976463462,0.032610098660687925,0.030086210705157736
