date,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-01-01,21,1614335543,1423,1443193.5303831855,16.685587387234,0.0026756146411749996,15.0,0.0024053225509059,7842.2260719999995,1.257538881352253,0,0,0.0,0,0.0,1921.53012191,918.7494117076917,3.6890487753089546e-07,0.00016035483672706,0.0,54.18356383024957,8999999999,470,18,4683767.324991001,751.0647446664703,260209.295832833,41.72581914813719,64110.729729499995,10.280465598226645,4683767.324991001,751.0647446664703,0.08519884143848575,0.13593739130711835,0.11449573794085255
2016-01-02,14,1614335543,1427,1485784.3800803842,15.445713559870601,0.0025498888832223804,15.0,0.00247630730040912,4772.72549,0.7879156649157131,0,0,0.0,0,0.0,16416.24293558,954.4788796661895,3.8000000000000076e-07,0.000165087153360608,0.0,52.32235652252032,8999999999,309,9,548237.500768,90.50696836732328,60915.27786311111,10.056329818591472,9488.007179,1.5663480962461227,548237.500768,90.50696836732328,0.08521913313012143,0.13587290604290575,0.11437554794661008
2016-01-03,21,1614335543,1411,1587202.504066781,15.7547169811321,0.002778436249566084,15.0,0.002645337507071895,3340.0,0.5890284849080086,0,0,0.0,0,0.0,2464.65903034,1023.4615304749536,4.100000000000012e-07,0.000176355833804793,0.0,51.72048917347388,8999999999,212,16,3651620.726522,643.9846179646512,228226.295407625,40.249038622790714,298.0,0.05255403847382832,3651620.726522,643.9846179646512,0.08467675834100058,0.13581858938988955,0.11298127742812715
2016-01-04,23,1614335543,1435,1833776.4245292607,18.656817558935398,0.003801381355568963,15.0,0.00305629404122169,9813.486036,1.9995265930292705,0,0,0.0,0,0.0,381.07651769,1163.0700107862158,4.7007364114552794e-07,0.000203752936081446,0.0,80.992614216125,8999999999,526,42,23617304.087772,4812.095050211882,562316.763994571,114.57369167171139,58383.331261,11.895775162644417,23617304.087772,4812.095050211882,0.08519291661125912,0.13757024563617315,0.1144339731702636
2016-01-05,29,1614335543,1440,1713371.2302245875,16.4893080039293,0.003139145104820403,15.0,0.00285561871735827,8393.057773999999,1.5978248583535821,0,0,0.0,0,0.0,1073.2403666,1085.678824492213,4.399999999999999e-07,0.000190374581157218,0.0,83.37911675687356,8999999999,509,23,8385819.504285,1596.4468757882867,364600.848012391,69.41073372992545,29129.433649000002,5.545503730275346,8385819.504285,1596.4468757882867,0.08523596941475084,0.13725974409147462,0.11455217183788186
2016-01-06,16,1614335544,1428,1705484.363691273,15.537994237903199,0.0029444229132014913,15.0,0.0028424739398012853,7706.845142,1.460433764947942,0,0,0.0,0,0.0,10153.440378899999,1090.2514198237475,4.3999999999999933e-07,0.000189498262653419,0.0,52.886752651561785,8999999999,496,14,886399.059151,167.97108172673964,63314.2185107857,11.99793440905283,18542.2031855,3.513715289418941,886399.059151,167.97108172673964,0.08522599543187442,0.1340640482862892,0.114455220030662
2016-01-07,40,1614335544,1426,2285214.776689009,19.757453340388,0.005016669369801661,15.0,0.0038086912949048704,11202.476044,2.844451532677543,0,0,0.0,0,0.0,494.96753015,1417.3290872685238,5.529351256575089e-07,0.000253912752993658,0.0,94.80083184474852,8999999999,567,95,18183010.906405,4616.898356959003,191400.114804263,48.59893007325259,36819.838443,9.349026543843852,18183010.906405,4616.898356959003,0.08757324408087605,0.14329812362335048,0.11981700319588776
2016-01-08,38,1614335544,1434,2393181.979176568,67.9504470568182,0.018068642821270835,38.77933,0.010311777081205896,5979.639341,1.590040568271833,0,0,0.0,0,0.0,181.94798691,1363.5947336100567,5.85529514903564e-07,0.00026590910882694197,0.0,92.94112595682846,8999999999,88,81,49464685.770171,13153.11051155089,610675.132965074,162.3840803895171,60121.050577999995,15.986734980935488,49464685.770171,13153.11051155089,0.08761085494217115,0.14323141357478705,0.1196180971454272
2016-01-09,38,1614335544,1431,2307705.959094847,51.0749094242424,0.013096208094627776,31.75279,0.00814178918989212,3370.9440219999997,0.8643497342454335,0,0,0.0,0,0.0,281.35830363,1251.055125993048,5.70000000000001e-07,0.000256411773261251,0.0,86.07676970952284,8999999999,66,61,31987682.193852004,8202.018313842937,524388.232686098,134.45931662037586,45153.796616,11.577965059786436,31987682.193852004,8202.018313842937,0.08765766649128746,0.14357601747567786,0.11924717127869078
2016-01-10,19,1614335544,1426,2297052.160387671,21.145635764705897,0.005396958702387273,5.964057,0.0015221944464497116,359.47580800000003,0.09174829794058352,0,0,0.0,0,0.0,7496.15996356,1246.413905502011,5.68968511326893e-07,0.00025522801784921096,0.0,77.68523558440992,8999999999,17,15,1200614.720437,306.4305152977201,80040.9813624667,20.428701019848013,1915.0,0.4887616541812391,1200614.720437,306.4305152977201,0.08765934599225325,0.14359247466476885,0.11863612450392735
