date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-10-28,964,1614335333,629,1677725,2667.2893481717,,,0.0,3089.31104812903,9.54995073891626e-05,,0.0001,,0.0387728,,0.00014416784891268798,123.02365136,36500.0,,123.02365136,,3.7206078999999996,,,,,,123.02365136,17134468.75,68.30753853,406,1168,33.06547062,,0.0343967141438356,,0.00899474,,40.17536212,,,,
2016-10-29,8245,1614335333,608,5464079,8986.97203947369,1.12645003,965401.0495251549,857029.62762275,28788.974605299903,4.66162262392844e-05,0.09519365191728414,1.1599999999999999e-05,0.02368802563665968,0.25014267,510.8091361881467,0.00134348548158066,349.73217668,27001.728358893797,714177.99716902,349.73217668,714177.99716902,1.83102706,,2.8542652978512644,2042.0711755741102,,,472.75582804,17136368.75,326.31310739,5366,13552,258.19161216,527245.6489669459,0.12409406799144,253.40891930505344,0.01006168,20.546666705850512,1681.72280942,3434197.6744220946,,,
2016-10-30,12549,1614335333,586,5706404,9737.890784982941,0.61432743,592669.3442183742,964745.0518886481,49127.073770675,3.59850236176716e-05,0.020753010787023927,1.159e-05,0.006684097183793111,0.25902020000000003,149.38017164499814,0.00229259677596483,554.91290726,19708.9980645147,320025.1769341686,554.91290726,320025.1769341686,2.00462412,,0.8246602139989976,576.712440361787,,,1027.6687353,17138200.0,743.55277419,7198,27517,512.64909113,295651.10839483433,0.13742371016862298,79.25396325491751,0.00920632,5.309399273951527,3781.48823271,2180831.3068855656,,,
2016-10-31,13352,1614335334,586,5941939,10139.8276450512,1.17628448,2867652.6639174432,2437890.4269446395,52372.6807117671,4.45649451114923e-05,0.07117253159929984,1.159e-05,0.018509831868348127,0.25981363,414.93585922391804,0.0024440584332158,767.92263534,15609.997156490901,1226412.326837119,767.92263534,1226412.326837119,2.15585707,,2.2851010469736748,1597.0519299696398,,,1795.59137064,17140031.25,1296.52339579,5830,36428,832.88980203,1330168.2657840431,0.21806472250658804,348.2606859374402,0.006556825,10.471590020723184,7943.66171147,12686440.267329095,,,
2016-11-01,15724,1614335334,581,5741042,9881.311531841651,1.01122717,3747480.330996221,3705873.839932058,73176.4627571175,5.37278471725125e-05,0.0727443167800124,1.159e-05,0.01569217223190142,0.30023121,406.4952421667095,0.00341490159533215,972.24066653,12821.1480508148,1316356.1682525796,972.24066653,1316356.1682525796,2.94264641,,1.8532446486358831,1353.9406584902001,,,2767.83203717,17141846.875,2042.13722103,5588,41007,940.59280502,1273506.8417999232,0.15788014405321,213.7603462019308,0.00831781,11.26182114859637,6474.19106719,8765670.516702598,,,
2016-11-02,19183,1614335334,572,6554648,11459.1748251748,0.81477225,3777599.246646803,4636386.7439641915,88350.6341473656,5.93583227390927e-05,0.05700178509763019,4.407e-05,0.04232041192090732,0.41087831,394.56635644579643,0.00412302959354373,1165.93871891,10818.312982382,1119650.7115681,1165.93871891,1119650.7115681,3.26242799,,1.2970590558034252,960.299793984736,,,3933.77075608,17143634.375,2988.25579368,6922,52792,1205.78010425,1157910.3857021686,0.15138353648090602,145.37357889529477,0.007507705,7.209647564798173,7991.8396579,7674561.977040413,,,
2016-11-03,20269,1614335334,572,6343244,11089.5874125874,0.8112269,4682713.388976514,5772384.276516983,102690.44409976901,8.11087828755114e-05,0.07161916068777809,8.708e-05,0.07689175316887524,0.55510851,490.1615357471533,0.004792220724655871,1369.4076097000002,9425.173793244341,1209188.6990426255,1369.4076097000002,1209188.6990426255,4.07739109,,1.2798247884675351,883.001299596638,,,5303.17836578,17145421.875,4038.13275633,6844,59895,1300.63029193,1148458.2380689448,0.160830309896486,142.01337265312716,0.00829511,7.324592910297069,9632.93141125,8505890.955059027,,,
2016-11-04,21782,1614335334,586,7729436,13190.163822525601,0.63726647,4203270.5794135695,6595781.7959799925,125429.544687378,4.62371684239734e-05,0.02809943728046274,1.159e-05,0.007043521244516911,0.33327751,202.5407439175752,0.00585337875207765,1613.23521831,8513.52868830245,980401.7715763038,1613.23521831,980401.7715763038,4.69510173,,0.8614919552025133,607.724007292227,,,6916.41358409,17147256.25,5297.55043067,7208,73889,1473.11261333,895245.9005656324,0.10318760749056,62.709586327060556,0.007007500000000001,4.2586259811002805,7624.42912987,4633548.624120186,,,
2016-11-05,19099,1614335335,579,8446351,14587.8255613126,0.5956121999999999,4393317.970423107,7376138.286911568,163863.301827818,7.96752866242038e-05,0.040160509745059254,0.0001,0.0504052278273942,0.3127255,157.6300007493576,0.00764695408529818,1799.58306901,7536.118315913191,907083.9458777033,1799.58306901,907083.9458777033,5.048587599999999,,0.7131274712495616,504.052278273942,,,8715.996653100001,17149071.875,6730.33055359,3925,94816,1726.42278106,870207.3360573278,0.0363854801702244,18.34018417589295,0.00500245,2.5214963194514812,3449.92568782,1738942.9028214675,,,
2016-11-06,18802,1614335335,571,8687900,15215.2364273205,0.45929072,3533442.7117763865,7693259.582425295,182194.16194833198,0.000104424750392465,0.034472534688049165,0.0001,0.033011843033849,0.33259283,109.79502298143622,0.0085023942242555,1987.56421187,6777.75318405295,656131.5778194822,1987.56421187,656131.5778194822,4.33353943,,0.4611256727936882,330.11843033849,,,10703.56086497,17150846.875,8292.14220856,3185,102295,2469.93503437,815371.0765842687,0.0324988829038565,10.7284802119755,0.00488895,1.6139325000033609,3324.47322665,1097469.8832840335,,,
2016-11-07,19570,1614335335,578,8540973,14776.769896193799,0.38992895,3067693.4394571013,7867313.852959301,163844.00022388698,8.513705361930291e-05,0.020214601406546115,0.0001,0.0237435999335111,0.31756121,75.40046324641703,0.0076460533437814,2216.52474988,6261.81248192598,526282.7690387649,2216.52474988,526282.7690387649,4.70528035,,0.3362253111458214,237.435999335111,,,12920.08561485,17152653.125,10139.51287675,3730,101888,2745.86945828,651968.2588704716,0.0906148141983354,21.515218963747166,0.00502759,1.1937308558972108,9232.56218904,2192142.6297782725,,,
2016-11-08,17642,1614335335,571,6863417,12019.9947460595,0.52256614,4411811.07161192,8442588.80591472,167121.69529029902,8.49207605820106e-05,0.02445406362150359,0.0001,0.0287963313728067,0.25680038,73.9490883914268,0.00779901244688064,2400.65442837,5719.29857097744,691300.4043093837,2400.65442837,691300.4043093837,5.3223165,,0.4045361231963767,287.963313728067,,,15320.74004322,17154437.5,12046.34895351,3024,89414,2878.58492641,828926.8542566873,0.0483865989645917,13.933565377874881,0.006911100000000001,1.9901432575060445,4326.43935982,1245855.814697304,,,
2016-11-09,17840,1614335335,565,6949921,12300.745132743401,0.50827345,4547160.761119858,8946288.191654244,175698.668923025,9.643872593629681e-05,0.024505790380152933,0.0001,0.0254107363429297,0.27552544,70.01304311609697,0.00819927121640782,2573.9037788,5250.033968856889,654047.9029515724,2573.9037788,654047.9029515724,5.26680495,,0.35219242084737895,254.10736342929698,,,17894.64382202,17156203.125,14079.62285312,2857,89236,3397.62797315,863362.2861707725,0.0646503279044332,16.428124368635032,0.01003177,2.5491466252291186,5769.13666088,1465980.1061595152,,,
2016-11-10,17171,1614335336,575,6171240,10732.5913043478,0.48798089,4657700.461240932,9544842.020054063,213352.563566933,8.8852697044335e-05,0.01997543227697914,0.0001,0.0224815148458712,0.21644517,48.660153026721154,0.009956452966456879,2823.0773086,4973.58622729244,634670.54424333,2823.0773086,634670.54424333,7.08162717,,0.3151286074624924,224.815148458712,,,20717.91199647,17158006.25,16153.03651041,2436,87002,2925.58638086,657716.136541827,0.0670098825459185,15.06483669276152,0.0101682,2.2859653925578756,5829.99380126,1310670.9219436378,,,
