date,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2014-05-29,1614335381,1290,8238290,6386.27131782946,1806007.049269702164537268361,210795340.141085,0.00328606986306498,0.005702843713627082906014093365,0.005000172716,0.008677601124978390888283,6.118662085027,10.61869499477364093573064475,1756627.83450904,20042.8486728847,702.987411736671,34783.56770258332043568316798,20042.8486728847,34783.56770258332043568316798,0.0030428024429741685,1.73546027664425,,,1040650.179998279192,18446478.411896997743,1040650.179998279192,1862,67156,,,
2014-05-30,1614335381,1430,7552070,5281.16783216783,1686265.616357812801036351281,162978948.526573,0.00410833329372278,0.006511018897625022148774527183,0.005068195348,0.00803223919006360997815516,5.735233278037,9.08938238108452952503690279,1358157.90438811,23352.4411997255,801.092108993368,37009.70079263235743314312308,23352.4411997255,37009.70079263235743314312308,0.00255269628988895,1.58483220131467,,,1064002.621198004732,18446900.733621593711,1064002.621198004732,1396,60597,,,
2014-05-31,1614335381,1607,7823659,4868.48724331052,2171813.639559071831730647527,185088636.46982,0.00478412763869094,0.009529954264644804350326678687,0.00546,0.0108762880538861094,5.123800701038,10.20658101743459195310079882,1542405.30391516,26268.4725098913,879.41361753457,52326.64354453597269840570951,26268.4725098913,52326.64354453597269840570951,0.003172508670952667,1.99199414906339,,,1090271.093707896,18447376.769459212419,1090271.093707896,1071,55953,,,
2014-06-01,1614335381,1439,7900506,5490.27519110493,1928189.052778271233162446728,261133131.136901,0.00477590974710261,0.00827112272218657126510097202,0.005473742726,0.00947965942277035986539898,5.492296209168,9.51179113051455435710260464,2176109.42614084,23103.3780211152,757.403119240866,40011.4083030233993153193109,23103.3780211152,40011.4083030233993153193109,0.0027486290835768527,1.73184234212223,,,1113374.471729011157,18447795.479260719905,1113374.471729011157,1150,63158,,,
2014-06-02,1614335381,1387,6227820,4490.13698630137,2086881.974109673844528473667,226714411.824081,0.00553253147291427,0.01016184448631038360908637345,0.00564,0.0103592366683096248,8.260069489061,15.17163381806139334260365502,1889286.76520067,22811.0128622141,732.804617522787,41897.99306445581412799277806,22811.0128622141,41897.99306445581412799277806,0.002768241514903568,1.83674409012582,,,1136185.484591225219,18448210.034929281556,1136185.484591225219,1493,64682,,,
2014-06-03,1614335382,1432,9741537,6802.74930167598,2286209.075846402309086100675,234513962.489525,0.00563952350094338,0.01112178041600654999667636038,0.00567,0.011181883531154427,11.752766975966,23.1777903869576424623886246,1954283.02074604,23083.0253993104,726.777635909137,45522.34595445649080782393424,23083.0253993104,45522.34595445649080782393424,0.0029329996954997094,1.9721134975581,,,1159268.509990535577,18448629.78650220151,1159268.509990535577,2084,75788,,,
2014-06-04,1614335382,1519,10268772,6760.21856484529,2129637.996549203431218602039,228184448.288348,0.00580277508628147,0.01043864327620672601248590649,0.0057211551095,0.010291816661498138352779235,13.091060594651,23.54957923112238050413997463,1901537.06906956,24583.6422658615,757.951861635513,44223.646139566919616669017,24583.6422658615,44223.646139566919616669017,0.0027938199433080145,1.79890537217013,,,1183852.1522563971,18449077.142688208157,1183852.1522563971,2256,91744,,,
2014-06-05,1614335382,1366,12405702,9081.77306002928,1933942.544886265165539235492,248133262.089312,0.00556460199236445,0.008924548674664939904420691884,0.00565,0.0090615106131663195,14.367802344285,23.04318467798485895552306355,2067777.1840776,21992.6395304006,665.700385594526,35271.95336571082793839721462,21992.6395304006,35271.95336571082793839721462,0.0024244876212741033,1.60380718817103,,,1205844.79178679771,18449478.158557163432,1205844.79178679771,2582,136579,,,
2014-06-06,1614335382,1429,15496464,10844.2715185444,1556465.165817386682905861244,246171894.813156,0.00548360739563318,0.006946555151905304573740302664,0.0056607176945,0.007170915936747147893900955,16.757904201055,21.22867254422261320957881045,2051432.4567763,22828.0838587155,678.150447819857,28918.28901959090731989543694,22828.0838587155,28918.28901959090731989543694,0.0019485013576855685,1.26678564870219,,,1228672.875645513215,18449895.249417774484,1228672.875645513215,3056,175965,,,
2014-06-07,1614335382,1413,12953851,9167.62278839349,1707061.124368597684337921828,221904132.332626,0.00576904548698794,0.007870740770851017907821283032,0.005728560324,0.00781550663833075301800212,12.438062069946,16.96931710195479646471823298,1849201.10277188,22557.9248940397,658.043470698931,30775.90210889674550699509816,22557.9248940397,30775.90210889674550699509816,0.002077200037405022,1.36430554909013,,,1251230.800539552927,18450307.350940798278,1251230.800539552927,2156,155630,,,
2014-06-08,1614335382,1431,13585434,9493.66457023061,1691235.128096113071912720996,228051232.656184,0.00559934456922062,0.007431878056399356906452954057,0.0056775378445,0.007535662147469806203825765,13.628804681483,18.08919118927604920416507891,1900426.93880154,22983.8943081317,658.375818171747,30505.98112824869645213614771,22983.8943081317,30505.98112824869645213614771,0.0020176894564582055,1.32727642753977,,,1274214.694847684661,18450728.396792508327,1274214.694847684661,2434,170492,,,
2014-06-09,1614335382,1434,16822499,11731.1708507671,1928822.509102825555150204516,215808429.351464,0.0054591588806336,0.008118704634059964911134710528,0.0057,0.008476876644552036,14.526821781366,21.60387303123355235168458968,1798403.57792887,22759.2689001508,640.501149656861,33846.93245381891585341734158,22759.2689001508,33846.93245381891585341734158,0.0022938269690239653,1.48717134114948,,,1296973.963747835487,18451145.585896456782,1296973.963747835487,2661,205045,,,
2014-06-10,1614335382,1581,19002693,12019.4136622391,2260071.308731027511100401723,238279836.088552,0.00543472957950427,0.009290490764089851486453699799,0.005668804446,0.00969063401932841435917224,15.907453479209,27.19326646649099822403851596,1985665.30073793,25117.2696696644,693.431980917797,42937.14314051601683632019474,25117.2696696644,42937.14314051601683632019474,0.002626165060198717,1.70946698049644,,,1322091.233417499845,18451606.341513079074,1322091.233417499845,2927,192352,,,
2014-06-11,1614335382,1329,14551692,10949.3544018059,2143325.433720402397551658245,284750265.383747,0.00613783691364438,0.009796326008923318481362427195,0.00578,0.0092251985721068388,18.726540423529,29.88859065322503929197047234,2372918.87819789,20798.1266404349,565.297220273697,33194.95643353585533416520695,20798.1266404349,33194.95643353585533416520695,0.0025274471291642335,1.59605511628146,,,1342889.360057934715,18451988.92652751371,1342889.360057934715,3051,154699,,,
2014-06-12,1614335382,1509,20598164,13650.2080848244,2309028.605151110633863260843,275264767.223989,0.0063069678110728,0.0106578572753086529494322007,0.005808634478,0.00981574650218971813116946,28.936368317202,48.89824917911608891692680814,2293873.06019991,23517.4805809249,628.208243455823,39741.11792140352467283050454,23517.4805809249,39741.11792140352467283050454,0.0028546039526592577,1.68985439510207,,,1366406.840638859591,18452421.455685971638,1366406.840638859591,4588,243387,,,
2014-06-13,1614335383,1478,24872417,16828.4282814614,2660483.726628958222318121931,309330885.82544,0.00633103452067652,0.01212087507058777379501228927,0.0058,0.011104200297725888,34.681407104266,66.39815363667986972536266176,2577757.38187867,23229.9815290679,610.155338636037,44474.20134676597485264454134,23229.9815290679,44474.20134676597485264454134,0.0032066549316189423,1.91451729271136,,,1389636.822167927524,18452849.5790098397,1389636.822167927524,5478,296078,,,
2014-06-14,1614335383,1522,29012454,19062.0591327201,3289641.10153158175573850192,350543883.738502,0.00777413413769367,0.01808767711701715431992628434,0.0058287440395,0.013561438266550342052473905,42.229096635952,98.25226209963714634238755728,2921199.03115418,24260.1101317084,626.279044517865,56444.74755818893846912794748,24260.1101317084,56444.74755818893846912794748,0.004042411951490367,2.32664844684339,,,1413896.932299635964,18453297.310233245098,1413896.932299635964,5432,261680,,,
2014-06-15,1614335383,1315,28510530,21681.0114068441,3825083.315351463080159074007,398915299.589354,0.0067475072861933,0.01798699434045996403424452144,0.005809251016,0.01548586177311908113329224,36.44328685273,97.1477564328242302948210697,3324294.16324461,21016.37517686,534.595149378357,56023.8626398623918485768854,21016.37517686,56023.8626398623918485768854,0.004520286452951488,2.66572433011889,,,1434913.30747649598,18453685.992684137967,1434913.30747649598,5401,287217,,,
2014-06-16,1614335383,1537,29876645,19438.2856213403,4580440.396124085788948905559,390814585.356539,0.00780005547157937,0.02448299298024379652435605243,0.0058031672625,0.018215114478179435806685625,38.033070479421,119.3790737716687263655179088,3256788.21130449,24372.7039544105,609.615721227726,76501.60207188477299216714942,24372.7039544105,76501.60207188477299216714942,0.0053149267884278215,3.13882293138185,,,1459286.011430906494,18454136.701380448258,1459286.011430906494,4876,180682,,,
2014-06-17,1614335383,1430,17587359,12298.8524475524,4200761.745202674559818704197,405606844.855245,0.00686891015625829,0.01946847460834648126751393179,0.00583,0.0165239032662624954,27.764134851596,78.69157436693645409880954248,3380057.04046037,22836.0138495665,562.379137002195,64723.85657586062960961174927,22836.0138495665,64723.85657586062960961174927,0.00465339316890707,2.83428872491638,,,1482122.025280473006,18454559.86169939508,1482122.025280473006,4042,112761,,,
2014-06-18,1614335383,1448,13802835,9532.34461325967,4221469.410918937279711820222,465032184.952348,0.0207817870920387,0.05827853641625950587406850924,0.00588,0.0164893323471147684,78.472028059538,220.0597535077955262552439253,3875268.20793623,23229.4112527738,563.23957990757,65142.42897530524084634888513,23229.4112527738,65142.42897530524084634888513,0.004615159165400353,2.80430822229843,,,1505351.436533246826,18454990.896646670222,1505351.436533246826,3776,113996,,,
