date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-08-03,20473,1611239840.0,6052,9207425,1521.385492399207,1439469199.2686281,104567742743336.58,0.001078848201453268,0.01645177502908635,0.00044100000000000004,0.006724980194668611,42.53898458330236,648.6934893968747,7.32371188,31703.59375,12.258897190499999,483460.4083187519,31703.59375,483460.4083187519,43.332509108284995,27.250256730819107,0.005466227566456186,15.249388196527462,485.18398797275995,-12.54942957739954,94395209.87448001,94395209.87448001,81306128.79275994,39430,43088,2178392.431386616,33219151.830591816,58.10267873952079,886.0303033570755,1.0101378,15.403983444186217,2503528.221528472,38177273.71104967,0.08273507336494325,0.07944729841043897,0.07831484176941604
2017-08-04,16241,1611239841.0,6020,7521293,1249.384219269103,1401342238.2870097,106819922571127.67,0.000569995152583937,0.008459037151175667,0.00042,0.006233027750127398,18.787040229166568,278.80986450275,7.44878254,31409.6875,12.141211846500001,466136.7947864992,31409.6875,466136.7947864992,53.669930991027,26.514876433832253,0.005188505808889098,14.84054226220809,530.7681538358693,-14.664993040107666,94426619.56198001,94426619.56198001,81339167.1560626,32960,40272,1759395.2110310527,26110378.985232864,57.165220197879485,848.3628662750617,1.0056396916917631,14.92423834510552,2302157.747809002,34165269.3506293,0.08277654266166122,0.07955409181186264,0.0783640007844908
2017-08-05,20981,1611239841.0,5962,8210915,1377.2081516269711,1465423764.5874512,103254976709346.6,0.000738369594904093,0.011455104803063458,0.00044100000000000004,0.006841697238098153,29.08659345205692,451.25094350707855,7.12552577,31211.25,12.0605207125,484212.97714873235,31211.25,484212.97714873235,23.680033782347998,27.547451421728702,0.0047920988246356,15.514052694100121,493.57455756577866,-11.246152450304294,94457830.81198001,94457830.81198001,81374693.7812197,39393,53219,3988922.975371514,61884361.23262032,91.05944541188033,1412.7010344154453,1.02140392,15.846114236840426,4846092.625374862,75182536.3505556,0.08273047376663167,0.08005267376950193,0.0785700545084895
2017-08-06,17055,1611239841.0,5985,7749951,1294.895739348371,1460741889.4494104,100249152871302.12,0.000638889836314433,0.009876837316525638,0.00042,0.006492937337790383,22.562394569444187,348.80050983310275,6.94350353,31236.5625,12.06631162,482897.7213344591,31236.5625,482897.7213344591,36.368148750917,27.51653110064042,0.004786011158974364,15.459374613786625,476.73857478290506,-4.112407611709507,94489067.37448001,94489067.37448001,81416435.30241184,35315,45346,2598126.949535652,40165417.80704635,63.7263767365071,985.1699307489607,1.0067491289425419,15.563711926426134,2889736.279493652,44673515.67974236,0.08273773112670442,0.0787263776228231,0.07856694859819018
2017-08-07,17134,1611239841.0,6004,7911488,1317.702864756829,1438884826.598887,95611259208105.48,0.00063852795968575,0.009720312313491797,0.00042,0.006393660778262181,23.297331137094265,354.65531507006153,6.64575968,31372.1875,12.114679631500001,477578.86844532634,31372.1875,477578.86844532634,28.349257682090997,26.98863700571055,0.004487169276339943,15.223001853005192,611.0729808452387,-6.155292979005305,94520439.56198001,94520439.56198001,81459156.24625495,36486,45536,3334141.6068785707,50755643.859694175,86.09721577246849,1310.658075242876,1.0111839725859584,15.393255488405197,3920522.8174151257,59682126.114259586,0.08273116672124499,0.07875355489036401,0.07858208689899589
2017-08-08,16307,1611239842.0,5970,7604283,1273.749246231156,1513906537.6782405,93875053883841.28,0.000611766834241392,0.00979526480336396,0.00042,0.0067248026325493,20.90835509386806,334.7727651845703,6.48902396,31145.15625,12.023047585999999,498678.6398599031,31145.15625,498678.6398599031,34.912353982461,28.365592295613595,0.004673948136792205,16.011434839403094,641.3340454634781,2.05209134811528,94551584.71823001,94551584.71823001,81477684.14259562,34177,43127,2708255.787213027,43363061.06539771,79.65106386190436,1275.3278189140158,1.00816768,16.142211115512186,3435111.4311723486,55001062.84630476,0.08208498536482604,0.07909403933764296,0.07887432195043445
2017-08-09,15306,1611239842.0,6075,7532941,1239.990288065844,1452019578.7619557,89092709938572.78,0.000541234428090705,0.008308897468066595,0.00042,0.006447736425228161,17.855323782712357,274.11052747151706,6.26380749,31720.625,12.241090629,486967.212484531,31720.625,486967.212484531,23.609131636142003,26.974727899329885,0.004586425256164422,15.351753393400385,691.0124757785512,9.925683093422288,94583305.34323001,94583305.34323001,81534950.82863614,32990,41451,4006217.035040745,61502455.9623852,129.3318654459761,1985.4709042350657,1.0085824667184446,15.483509305969012,5360935.154601156,82299754.45144773,0.08218433421243215,0.07641940764116227,0.07804162658654193
2017-08-10,16704,1611239842.0,6009,7856889,1307.5202196704938,1452217937.651211,91722861183481.73,0.000527581066897234,0.008097725636859237,0.00042,0.006446487527467241,19.01085616457493,291.79344559858566,6.37865279,31247.34375,12.054467479500001,479608.59940680093,31247.34375,479608.59940680093,33.723190966508,26.82749914389544,0.0044657073699178144,15.348779827302954,812.8653015152838,8.697414820529621,94614552.68698001,94614552.68698001,81596395.8420926,36034,45455,2805622.7769473395,43062886.28183102,90.38085711582806,1387.2358764737726,1.0101812159036931,15.505049068582974,4108261.8601999646,63056806.76511532,0.08215552447811811,0.07640694726681059,0.07487011623467177
2017-08-11,15179,1611239842.0,6006,7588717,1263.522644022644,1438683751.372759,89720051154404.61,0.000543722645570367,0.008264952397884173,0.00042,0.006384284405645762,18.132062784480595,275.6196325646413,6.23856726,31477.65625,12.1392777845,478481.69029322115,31477.65625,478481.69029322115,38.234404135226,26.42407222502561,0.00415259988339274,15.200677156299436,719.5666029583333,-19.004163850900227,94646030.34323001,94646030.34323001,81636421.4758738,33348,42464,2475415.3355833218,37627989.34395472,70.80724848596117,1076.3181245609676,1.009589245,15.346440173717095,3006758.9997078553,45704772.841356926,0.08215655446592236,0.05484210576373373,0.07317068052925277
2017-08-12,16071,1611239842.0,5987,7693957,1285.110572907967,1391581672.098505,87570042064968.73,0.000542417255985285,0.00797254148136861,0.00042,0.006173231742217389,18.82296361720137,276.6631344864536,6.06811682,31170.625,12.016914308499999,458151.17065417836,31170.625,458151.17065417836,38.694992739929,25.41288210954584,0.0037969149897921647,14.698170814803305,698.6098762022905,-17.13347007879954,94677200.96823001,94677200.96823001,81675007.9754642,34702,44261,2446755.878843573,35962835.84936702,65.9328991389715,969.0930138598006,1.0095781729560998,14.838952437005785,2918256.048790017,42893025.886448644,0.08218939263237604,0.05428816921120952,0.07316204919950373
2017-08-13,14917,1611239843.0,5959,7691015,1290.655311293841,1340632532.3054388,84990524040461.62,0.000549336236037866,0.007776062366810131,0.00042,0.005945258986765861,19.03230323376792,269.409456760504,5.86460602,31148.125,12.004290783499998,440913.5001837057,31148.125,440913.5001837057,35.870673717825,24.420151527344995,0.003483285317437516,14.155378539918717,655.8859080912471,-16.56871596074346,94708349.09323001,94708349.09323001,81727775.2509614,34646,43898,2640272.3806709,37374054.99688897,72.95213291432609,1032.6650566967492,1.01082212,14.308569745123144,3202452.730673087,45331930.658873916,0.08225313886852248,0.05413751063121267,0.07139667821317568
2017-08-14,15242,1611239843.0,6026,7829692,1299.318287421175,1329957566.716393,83745301925395.95,0.000546798519873725,0.007675966113393616,0.00042,0.005895966522312153,19.493367233498287,273.64819194248236,5.84183863,31364.21875,12.08357028,440291.3898773217,31364.21875,440291.3898773217,27.987925134811,24.048987592326444,0.003261163106676165,14.038015529314649,624.551210660056,-5.0702726380449645,94739713.31198001,94739713.31198001,81763166.40169373,35650,45197,3385020.963706376,47518976.85556576,83.81455683220096,1176.5900503930623,1.00909839,14.165738869426411,3788166.525144987,53178340.50761524,0.08226913863362989,0.048130060140604634,0.07127791063441405
2017-08-15,14598,1611239843.0,6055,7754550,1280.685383980182,1275539526.7946832,83797903039093.27,0.000543614824946969,0.007316580655126278,0.00042,0.005652833098237917,18.681867074127524,251.44161079406956,5.874256099999999,31632.65625,12.182922404000001,425747.91960757726,31632.65625,425747.91960757726,39.018075415251005,22.98913805690352,0.003235343172589656,13.459126424375992,626.4091239335984,-3.5786821741970574,94771345.96823001,94771345.96823001,81803401.79712991,34366,43558,2428908.7803440555,32690990.34792755,66.87307501107777,900.053170960875,1.00960844,13.588447633077022,2912857.401332525,39204516.02071379,0.08233002815376178,0.0475860097471638,0.07140977602321262
2017-08-16,14332,1611239843.0,5969,7641950,1280.273077567432,1326784310.773787,83827299899531.47,0.000562312376649708,0.007869700554383104,0.00042,0.00587800370415806,18.81272287319264,263.2887017474413,5.79183493,31147.96875,11.992309622,435923.51354642754,31147.96875,435923.51354642754,55.735977470368994,23.966915803142452,0.003206478249279403,13.995246914662047,652.6827901717644,-7.2564435686980495,94802493.93698001,94802493.93698001,81840011.8063251,33456,42433,1700920.9892726731,23804809.227202296,46.37465907992323,649.0248044067998,1.00920845,14.124121446113367,1967815.9087383824,27540069.52539374,0.08234570724269383,0.04585326050791688,0.06315229371762675
2017-08-17,16153,1611239843.0,6041,7910678,1309.4980963416651,1310819249.317954,83122938600367.72,0.000543261047611129,0.007509081942285577,0.00042,0.0058053387586467844,19.48949008304924,269.38831467949495,5.81164904,31607.5,12.1651782575,436886.29717601964,31607.5,436886.29717601964,39.063145321938,23.748434507682553,0.00320811907767728,13.822235139635199,692.4177029143078,-12.209678093172144,94834101.43698001,94834101.43698001,81885232.30025882,35875,44893,2427712.890383188,33556418.422399834,60.93362025742172,842.2388271073218,1.0112834665520758,13.9781978675082,2735493.014216433,37810627.665328994,0.08234953529794675,0.045086116492302326,0.0620374970545167
